Type,Age,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,State,PetID,PhotoAmt,AdoptionSpeed,NotAdopted,mixed_breed,multi_color,FeeAsked,photo,desc_length,desc_word_count
dog,4,female,Black,3,1,1,1,2,1,1,Pulau Pinang,f7af4ce3d,1.0,2,0,1,0,0,1,137,29
cat,5,male,Yellow,2,1,1,1,1,2,1,Kuala Lumpur,eea72fce5,1.0,4,1,1,1,1,1,198,34
cat,5,female,Black,2,2,2,2,2,1,2,Kuala Lumpur,9b1241ef0,2.0,3,0,1,1,0,1,164,27
dog,7,male,Black,2,1,1,1,3,1,1,Johor,102482c40,2.0,4,1,1,1,0,1,134,29
dog,3,male,Brown,3,1,2,2,2,1,1,Pulau Pinang,7d028bdea,4.0,2,0,1,0,0,1,325,69
dog,2,male,Black,2,1,1,1,2,1,1,Selangor,c6556750a,3.0,3,0,0,1,0,1,113,21
dog,2,female,Black,2,1,3,1,2,1,1,Kuala Lumpur,defc7be05,2.0,1,0,1,1,0,1,70,13
dog,6,male,Black,3,1,1,1,2,1,1,Negeri Sembilan,209e4f717,4.0,4,1,1,1,1,1,176,32
cat,2,mixed,Black,2,1,1,1,2,1,2,Kuala Lumpur,14ae60869,10.0,3,0,1,1,0,1,448,80
dog,3,female,Brown,2,2,2,2,2,1,1,Selangor,303ecdb58,5.0,3,0,1,0,0,1,1381,262
cat,4,mixed,Black,2,1,2,2,2,1,2,Kuala Lumpur,4463deb9a,8.0,3,0,1,1,0,1,719,145
cat,4,female,Black,2,1,2,2,2,1,3,Selangor,502c3e7ae,7.0,2,0,1,1,0,1,205,42
dog,2,mixed,Black,2,1,2,3,2,1,8,Kuala Lumpur,4c1a9d86f,1.0,2,0,1,1,0,1,289,58
dog,3,female,Black,2,2,2,2,2,1,1,Kuala Lumpur,8c17f26c4,2.0,1,0,0,1,0,1,114,25
cat,3,mixed,Black,2,1,2,2,2,1,5,Selangor,d9a014dbb,5.0,2,0,0,1,0,1,172,29
cat,2,mixed,Black,1,1,1,1,2,1,6,Kuala Lumpur,f195c540d,5.0,4,1,1,1,1,1,177,33
cat,1,mixed,Brown,1,1,2,2,2,1,2,Negeri Sembilan,d33c9174f,10.0,3,0,1,1,0,1,659,113
dog,24,male,Black,2,1,1,1,1,1,1,Selangor,7ddc32b12,1.0,3,0,0,1,1,1,319,62
dog,2,male,Black,1,1,3,3,3,2,1,Kuala Lumpur,3e4f81782,4.0,2,0,1,1,0,1,672,136
cat,4,male,Yellow,1,1,2,1,2,1,1,Selangor,e53cf2373,4.0,3,0,1,1,0,1,228,44
cat,3,male,Black,2,2,1,1,2,1,1,Selangor,93c9866b0,10.0,4,1,1,1,0,1,461,86
dog,3,female,White,2,1,2,2,2,1,1,Selangor,f2755d8bf,1.0,3,0,1,0,0,1,384,81
cat,3,female,Black,2,1,2,1,2,1,1,Pahang,1727cfc45,3.0,4,1,0,1,1,1,506,93
dog,3,female,Golden,2,2,1,1,2,1,1,Selangor,cad137e83,3.0,2,0,1,0,1,1,64,12
dog,29,male,Cream,2,1,1,1,1,1,1,Selangor,0e8c2a1aa,10.0,3,0,0,0,0,1,534,101
dog,32,male,Black,1,1,1,1,2,1,2,Selangor,b8d244dd5,2.0,1,0,0,1,0,1,309,56
dog,2,female,Black,3,1,2,1,2,1,1,Selangor,4e00cd0ac,4.0,4,1,1,1,0,1,155,30
cat,7,female,Black,2,1,2,2,2,1,1,Selangor,fd6c93d05,1.0,2,0,1,1,1,1,218,43
dog,5,male,Yellow,3,1,1,1,1,1,1,Negeri Sembilan,8563bddec,2.0,4,1,1,0,1,1,474,89
cat,1,male,Cream,2,1,2,1,2,1,1,Selangor,2acc0a068,6.0,1,0,0,1,0,1,1047,196
cat,12,male,Black,3,2,1,1,2,1,1,Selangor,b5033c917,1.0,4,1,1,1,0,1,63,11
dog,2,male,Black,2,2,2,2,2,1,1,Selangor,f3b4e3f5c,6.0,4,1,1,1,0,1,626,117
cat,5,mixed,Golden,2,1,1,1,2,1,2,Johor,80ae0a34f,4.0,2,0,0,0,0,1,350,69
dog,12,male,Black,2,2,2,2,1,1,1,Selangor,ca144ac2a,10.0,3,0,1,1,0,1,1149,220
cat,2,mixed,Black,2,1,2,2,2,1,3,Selangor,dd8817ccb,10.0,2,0,1,1,0,1,269,55
dog,12,female,Black,3,2,1,1,2,1,1,Selangor,b612d6ba3,2.0,2,0,0,0,0,1,23,4
dog,24,male,Gray,1,3,3,3,3,1,1,Selangor,c517992c8,2.0,1,0,0,1,0,1,407,80
dog,3,female,Black,2,1,1,3,3,1,1,Selangor,661bcb904,1.0,3,0,1,1,0,1,459,94
dog,12,female,Yellow,2,1,1,1,1,1,1,Selangor,d6e342121,10.0,4,1,1,0,0,1,157,29
cat,6,female,Brown,2,3,3,3,2,1,1,Johor,8415aff49,3.0,2,0,1,1,0,1,384,77
cat,4,female,Black,1,2,2,2,2,1,1,Kuala Lumpur,d2be70a4c,5.0,2,0,1,1,0,1,18,3
dog,48,male,Black,2,2,1,1,1,1,1,Kuala Lumpur,e4253889f,0.0,4,1,0,1,2,0,260,54
cat,5,female,Black,1,1,1,1,1,1,1,Selangor,c135c6b15,5.0,4,1,1,1,1,1,356,67
cat,10,female,Black,3,3,1,1,2,1,1,Selangor,eefb8d885,9.0,1,0,0,1,2,1,68,14
cat,2,mixed,Golden,2,2,3,3,3,1,5,Pulau Pinang,545711134,10.0,4,1,1,1,0,1,740,142
cat,5,female,Black,2,1,2,2,2,1,2,Selangor,133cc5f19,3.0,3,0,1,1,0,1,247,47
cat,24,female,Black,2,3,3,3,3,1,6,Selangor,25ebacf03,4.0,4,1,1,1,0,1,20,5
cat,3,mixed,Golden,2,2,2,1,2,1,3,Kedah,982dce813,10.0,2,0,0,1,0,1,82,13
cat,1,male,Black,2,2,2,2,2,1,1,Selangor,fe3e235e0,3.0,1,0,0,1,1,1,434,92
dog,1,mixed,Brown,2,2,2,2,2,1,6,Perak,4e01721aa,2.0,3,0,1,1,0,1,55,10
cat,24,male,Cream,2,3,1,1,1,1,1,Selangor,0b01864e2,3.0,4,1,0,0,0,1,24,5
dog,4,mixed,Brown,2,1,2,2,2,1,5,Selangor,b90e6ec69,6.0,3,0,1,1,0,1,556,102
cat,1,mixed,Brown,1,2,2,2,2,1,4,Selangor,4298e4c15,8.0,1,0,1,1,0,1,393,76
cat,48,female,Black,2,1,1,1,1,1,1,Selangor,0b942f000,1.0,4,1,1,1,0,1,221,47
dog,2,female,Black,2,2,2,2,2,1,1,Pulau Pinang,bbff353ce,1.0,2,0,1,0,1,1,143,25
dog,18,male,Gray,2,3,1,1,1,1,1,Selangor,4a0cda147,2.0,2,0,0,1,0,1,608,116
cat,2,mixed,Black,1,1,2,2,2,1,3,Selangor,fbed8fc1a,9.0,2,0,1,1,0,1,766,136
dog,12,male,Black,2,2,3,3,3,1,1,Kuala Lumpur,7a54b760e,3.0,2,0,0,0,0,1,1168,236
dog,3,female,Black,2,1,1,1,2,1,1,Selangor,4c5dd1f7c,4.0,2,0,1,1,0,1,685,134
dog,2,male,Black,2,1,2,2,2,1,2,Perak,7be394a98,2.0,2,0,1,1,0,1,131,25
dog,12,male,Golden,2,2,3,2,2,1,1,Perak,87074d17f,2.0,2,0,1,1,0,1,515,113
cat,6,female,Black,2,1,1,1,1,1,1,Kuala Lumpur,2502292c8,10.0,3,0,1,1,1,1,1535,317
dog,1,female,Golden,2,1,2,2,2,1,1,Selangor,a578345c4,4.0,2,0,1,0,1,1,59,11
dog,7,female,Brown,2,1,1,1,1,1,1,Selangor,052b0ada8,3.0,3,0,0,0,0,1,134,23
dog,2,female,Black,1,1,2,2,2,1,1,Selangor,529025eb8,4.0,3,0,1,1,0,1,283,52
dog,2,male,Black,2,1,2,2,2,1,8,Selangor,3d3aef491,7.0,2,0,1,1,0,1,50,8
cat,5,female,Brown,2,1,2,2,2,1,1,Selangor,2b3fc0265,2.0,3,0,1,1,0,1,364,73
dog,84,male,Cream,3,2,3,3,3,1,1,Kuala Lumpur,c37cd2095,2.0,1,0,0,0,0,1,315,67
cat,2,male,Golden,1,2,2,1,2,1,1,Selangor,d075365c0,3.0,2,0,1,1,0,1,431,78
dog,3,female,Black,2,1,1,1,2,1,1,Selangor,a79fe858d,4.0,2,0,1,1,0,1,389,80
dog,1,female,Black,2,2,2,1,2,1,1,Perak,fd279ad95,3.0,2,0,1,1,0,1,212,44
dog,1,mixed,Black,2,2,2,2,2,1,9,Selangor,c1ba2169b,8.0,2,0,1,1,0,1,83,15
cat,2,female,Black,2,2,2,1,2,1,1,Kuala Lumpur,36632f72b,4.0,2,0,0,1,0,1,438,81
cat,11,female,Brown,2,3,2,2,2,1,1,Selangor,9e380d9a2,3.0,4,1,1,0,0,1,1003,213
dog,2,female,Black,1,1,3,3,3,1,1,Pulau Pinang,d01e08ee2,1.0,4,1,0,0,1,1,40,7
dog,4,male,Brown,2,1,3,1,3,1,1,Kuala Lumpur,fc4b199fa,1.0,3,0,1,0,0,1,18,3
cat,7,mixed,Golden,2,1,3,3,3,1,2,Selangor,b05a3ca1d,1.0,1,0,1,1,0,1,545,108
dog,2,male,Black,1,1,2,1,2,1,1,Kuala Lumpur,ed6684f3a,6.0,3,0,0,1,0,1,394,73
dog,36,female,Brown,3,2,3,3,1,1,1,Selangor,27bf3ae34,3.0,3,0,0,1,0,1,293,61
cat,2,male,Golden,1,2,2,1,2,1,1,Kuala Lumpur,753654b70,3.0,2,0,1,1,0,1,16,3
cat,6,male,Black,1,1,2,2,2,1,1,Selangor,3613869b2,3.0,2,0,1,1,0,1,89,16
dog,3,female,Brown,2,1,1,1,1,1,1,Selangor,cec359a78,3.0,4,1,1,1,0,1,159,30
dog,5,male,Brown,2,1,1,1,2,1,3,Selangor,ebcdfedd2,3.0,4,1,1,1,0,1,662,129
cat,3,female,Black,1,1,2,2,2,1,4,Selangor,f39fef7c1,4.0,4,1,0,0,0,1,90,18
cat,1,male,Black,3,2,2,1,3,1,1,Selangor,a4fb2d366,2.0,2,0,1,1,0,1,900,150
dog,12,female,Brown,2,2,2,2,1,1,1,Selangor,7f4fb6f7e,7.0,2,0,1,1,0,1,342,68
cat,1,mixed,Black,2,1,2,2,2,1,4,Kuala Lumpur,05935bf08,3.0,4,1,1,0,0,1,336,68
cat,1,male,Black,2,1,2,2,2,1,1,Selangor,bd248bb10,5.0,2,0,1,1,0,1,844,173
dog,12,male,Black,2,2,1,1,1,1,1,Selangor,6c5f1f0a3,10.0,3,0,0,1,0,1,87,17
dog,3,male,Cream,2,2,2,2,2,1,1,Selangor,d4c9eaede,1.0,4,1,1,1,0,1,148,30
cat,1,female,Gray,2,2,2,2,2,1,1,Selangor,ce788268c,3.0,1,0,1,1,0,1,224,46
dog,5,female,Black,3,1,1,1,2,1,1,Kuala Lumpur,bd30ea4fa,1.0,2,0,1,1,0,1,200,36
dog,9,male,Gray,2,1,3,1,2,1,1,Selangor,6dac572be,4.0,2,0,1,0,0,1,211,42
cat,16,male,Cream,2,1,1,1,1,1,1,Selangor,cdab9b66a,3.0,4,1,1,1,1,1,291,53
dog,5,male,Golden,2,1,1,1,2,1,1,Selangor,fb0180584,2.0,1,0,1,0,0,1,307,65
cat,2,female,Black,2,3,2,1,2,1,1,Selangor,400cbe759,5.0,2,0,0,1,2,1,115,21
dog,2,female,Brown,2,1,2,2,2,1,1,Selangor,281e2d7e8,1.0,3,0,1,0,0,1,275,56
dog,12,male,Brown,2,1,1,1,1,1,1,Kuala Lumpur,bf74b13ab,3.0,4,1,1,1,0,1,482,102
cat,36,male,Black,3,1,1,1,1,1,1,Kuala Lumpur,01ba4e94d,1.0,4,1,1,1,0,1,452,92
dog,1,male,Yellow,2,1,2,1,2,1,1,Selangor,02d6020a9,2.0,2,0,1,1,0,1,85,16
cat,1,female,Black,2,1,2,2,2,1,1,Selangor,bf12ff750,1.0,3,0,1,1,0,1,161,34
cat,8,male,Brown,2,2,2,2,2,1,1,Selangor,36ccd9729,2.0,3,0,0,0,1,1,23,4
dog,48,male,Brown,1,2,1,1,2,1,1,Selangor,12f9b8e6c,3.0,1,0,0,1,0,1,346,62
dog,2,male,Black,2,1,2,2,2,1,1,Selangor,468cec390,4.0,2,0,1,1,0,1,603,117
cat,2,female,Brown,1,1,1,1,2,1,1,Selangor,b80b51bda,2.0,3,0,1,1,0,1,337,59
dog,3,female,Brown,2,1,1,1,1,1,1,Kuala Lumpur,b2a23ac85,6.0,4,1,1,0,0,1,124,22
dog,12,mixed,Black,2,2,3,3,2,1,3,Selangor,a92b06d0f,9.0,3,0,0,1,0,1,769,143
dog,5,female,Golden,2,1,1,1,2,1,1,Selangor,7af7d9cb6,4.0,3,0,0,1,0,1,1305,261
dog,4,female,Brown,2,2,1,1,1,1,1,Selangor,99558ec92,3.0,2,0,1,0,0,1,420,75
dog,3,female,Black,3,1,3,3,3,1,2,Pulau Pinang,4d20f6163,1.0,4,1,1,1,0,1,96,18
dog,12,male,Brown,3,1,3,3,2,1,1,Selangor,d6cfa5d4b,2.0,3,0,0,0,0,1,338,64
cat,2,male,Black,1,2,1,1,2,1,1,Selangor,fc5e81c00,5.0,2,0,1,1,0,1,206,43
cat,1,male,Black,2,1,2,2,2,1,5,Selangor,cb0309848,10.0,2,0,1,1,0,1,139,29
cat,12,female,Gray,2,1,2,1,2,1,1,Selangor,a72e084a4,1.0,3,0,0,0,1,1,46,8
dog,30,male,Cream,2,1,1,1,2,1,1,Kuala Lumpur,5e390710c,5.0,2,0,0,1,0,1,1555,302
dog,2,male,Brown,2,1,1,1,2,1,1,Selangor,056cc22d2,1.0,4,1,1,0,1,1,91,15
cat,6,female,Brown,1,1,1,1,1,1,1,Selangor,8ced67d36,4.0,4,1,0,0,1,1,178,34
cat,60,male,Yellow,3,1,1,1,1,1,1,Kuala Lumpur,81b5f684a,1.0,4,1,1,0,0,1,226,40
dog,60,male,Black,2,1,1,1,1,1,1,Selangor,204a3b926,8.0,4,1,0,1,0,1,448,79
cat,4,female,Black,2,3,1,1,2,1,1,Johor,311ad9ac5,3.0,0,0,1,1,0,1,102,20
cat,2,mixed,Black,1,2,2,2,2,1,4,Selangor,642ed14e6,5.0,1,0,0,1,0,1,342,69
dog,1,female,Brown,2,1,1,1,2,1,1,Selangor,640e18ef0,1.0,3,0,1,0,0,1,252,53
cat,24,male,Brown,2,2,1,1,1,1,1,Johor,ab8386c6d,1.0,4,1,0,1,1,1,55,11
cat,1,female,Black,2,1,3,1,2,1,1,Selangor,3f734b97c,2.0,1,0,1,1,0,1,535,101
cat,2,female,Brown,1,1,2,2,2,1,1,Kuala Lumpur,4f5f178e6,10.0,1,0,1,0,0,1,230,48
cat,1,male,Black,1,1,2,3,3,1,5,Kuala Lumpur,c8be6ec3c,4.0,4,1,1,1,1,1,660,132
dog,1,male,Cream,2,1,1,1,1,1,1,Kuala Lumpur,b63d76ef4,7.0,4,1,1,0,1,1,354,68
dog,1,female,Golden,2,2,1,1,2,1,1,Selangor,8435e081c,2.0,1,0,1,1,0,1,288,54
cat,24,female,Gray,2,2,1,1,1,1,1,Johor,eca179f5f,5.0,4,1,1,0,0,1,798,133
dog,9,male,White,2,1,1,1,1,1,1,Pulau Pinang,9c580ca06,1.0,4,1,1,0,0,1,358,63
dog,1,male,Brown,2,2,2,2,2,1,1,Kuala Lumpur,706c85343,3.0,2,0,0,1,0,1,67,14
dog,1,mixed,Black,1,1,2,1,2,1,9,Selangor,73501589f,0.0,2,0,1,1,1,0,27,4
cat,10,male,Yellow,3,2,2,2,2,1,1,Kuala Lumpur,201d52dee,1.0,1,0,1,1,0,1,591,122
dog,2,female,Golden,2,2,2,1,2,1,1,Selangor,94fa9ff25,1.0,2,0,1,0,0,1,496,88
dog,10,male,Cream,3,1,1,1,2,1,1,Kuala Lumpur,06bf9e676,1.0,1,0,0,0,0,1,12,2
cat,3,mixed,Golden,2,2,2,2,3,1,6,Melaka,4ccb3f896,5.0,2,0,1,1,0,1,249,48
cat,4,female,Brown,2,1,1,1,1,1,1,Selangor,281618ba5,10.0,3,0,1,1,1,1,3331,647
cat,3,male,Yellow,2,1,1,1,2,1,1,Kuala Lumpur,515462e67,10.0,2,0,1,1,0,1,69,14
cat,8,mixed,Black,2,1,2,2,2,1,3,Selangor,35f9818a7,10.0,4,1,1,1,1,1,232,50
cat,2,mixed,Yellow,1,2,2,2,2,1,2,Selangor,260f532b1,2.0,2,0,0,1,0,1,168,31
dog,2,male,Cream,2,1,2,2,2,1,1,Perak,e25d4dcb1,1.0,2,0,1,1,0,1,124,24
dog,4,male,Brown,2,1,1,1,3,1,1,Negeri Sembilan,5c810c552,4.0,4,1,1,0,0,1,107,21
dog,1,male,Black,2,1,2,1,2,1,1,Kuala Lumpur,54c2d49bb,6.0,2,0,1,1,0,1,566,109
dog,8,male,Golden,1,2,1,1,1,1,1,Selangor,30dd541af,2.0,4,1,1,1,0,1,179,32
cat,2,female,Black,2,1,2,2,2,1,1,Johor,19dcd4753,2.0,2,0,1,1,1,1,99,7
dog,24,mixed,Black,2,1,3,3,1,1,3,Selangor,3209cdc3c,10.0,2,0,1,1,0,1,1366,260
cat,1,mixed,Black,2,2,1,1,3,1,4,Kuala Lumpur,e80386a28,4.0,3,0,1,1,0,1,65,12
dog,2,female,Brown,1,1,1,3,2,1,1,Pulau Pinang,9b980624e,3.0,4,1,1,0,0,1,193,40
dog,2,female,Brown,2,1,1,1,2,1,1,Selangor,6f3e5cbd8,3.0,1,0,1,0,0,1,237,52
cat,2,male,Golden,1,1,2,2,2,2,1,Selangor,b4f1bc76e,10.0,2,0,1,1,0,1,315,53
dog,20,female,Black,2,1,1,1,1,1,1,Selangor,4669945ed,1.0,2,0,1,1,0,1,451,86
dog,3,male,Brown,2,1,2,1,1,1,1,Kuala Lumpur,1b932e373,8.0,1,0,1,1,0,1,63,11
dog,2,female,Brown,1,1,1,1,2,1,1,Selangor,a0f88616c,0.0,4,1,1,0,0,0,159,30
cat,6,female,Black,2,2,3,3,3,1,1,Selangor,b0c918c91,0.0,0,0,0,1,0,0,133,27
dog,15,female,Brown,3,1,1,1,1,1,1,Kuala Lumpur,59e24567e,5.0,4,1,1,1,1,1,387,71
dog,8,female,Brown,2,1,1,1,1,1,1,Kuala Lumpur,50361acf5,9.0,3,0,1,0,0,1,218,36
dog,9,male,Brown,1,2,3,3,1,1,1,Selangor,50e35cd70,4.0,2,0,0,1,0,1,248,52
cat,12,female,Gray,3,3,3,3,3,1,1,Selangor,7330b19a5,1.0,0,0,0,1,0,1,43,9
cat,18,female,Brown,2,2,2,2,2,1,1,Selangor,050277142,4.0,2,0,1,1,0,1,33,7
cat,3,male,Yellow,2,1,2,2,2,1,1,Selangor,69262e404,1.0,2,0,1,1,0,1,65,11
cat,24,male,Black,2,1,3,3,1,2,1,Kuala Lumpur,a6fc65f2d,2.0,4,1,0,1,0,1,531,116
cat,12,female,Black,1,1,1,1,2,1,1,Selangor,19f4d65b7,3.0,4,1,1,1,0,1,295,56
dog,12,female,Yellow,2,2,1,1,2,2,1,Selangor,76288167b,4.0,3,0,1,0,0,1,419,83
dog,12,mixed,Black,2,2,1,1,1,1,4,Selangor,f93283e0c,4.0,4,1,1,1,0,1,82,14
cat,1,female,Brown,1,1,1,1,2,1,1,Selangor,685cbaf7f,3.0,1,0,1,1,0,1,293,61
cat,1,mixed,Black,2,1,2,1,2,1,4,Selangor,cdc958646,10.0,2,0,1,1,0,1,751,151
dog,4,mixed,Brown,2,1,2,2,2,1,5,Selangor,6be0a8fcd,5.0,3,0,1,0,0,1,173,30
dog,2,male,Brown,2,2,1,1,2,1,1,Kuala Lumpur,151d50f53,5.0,2,0,1,1,0,1,211,42
dog,4,female,Cream,2,1,1,1,1,1,1,Perak,a81084ff0,5.0,2,0,1,0,0,1,356,69
cat,1,female,Black,1,1,1,1,3,1,1,Selangor,b82317efb,2.0,1,0,1,1,0,1,371,70
cat,2,female,Black,1,2,2,2,2,1,1,Pulau Pinang,e0b6196d9,3.0,1,0,0,1,1,1,174,33
cat,2,female,Black,1,1,2,1,2,1,1,Kuala Lumpur,133a0db2c,2.0,3,0,1,1,0,1,115,23
dog,2,male,Black,2,1,2,2,2,1,1,Selangor,c712cfd20,2.0,1,0,1,1,0,1,208,37
dog,4,mixed,Black,2,2,2,2,2,1,2,Kuala Lumpur,467614705,10.0,2,0,1,1,0,1,1429,294
cat,18,female,Gray,2,1,1,3,1,1,2,Selangor,26848ac26,3.0,2,0,1,0,0,1,271,54
dog,2,female,Brown,2,1,1,1,2,1,1,Selangor,88ac92eed,4.0,2,0,1,0,0,1,206,38
dog,2,female,Brown,2,1,2,2,3,1,3,Negeri Sembilan,9fa760b69,5.0,4,1,1,1,0,1,39,8
cat,1,mixed,Gray,2,2,2,2,2,1,2,Selangor,3a0e3b527,4.0,2,0,0,1,0,1,561,112
cat,4,male,Yellow,1,2,2,1,2,1,1,Kuala Lumpur,c6acce195,4.0,3,0,1,1,0,1,478,91
dog,84,male,Brown,1,3,1,1,1,2,1,Selangor,04e7d89c0,1.0,3,0,0,1,0,1,916,172
cat,24,male,Black,2,1,2,2,1,1,1,Kuala Lumpur,f1c49dd17,4.0,4,1,1,0,0,1,520,101
dog,1,mixed,Black,2,1,2,2,2,1,5,Perak,93f758039,5.0,3,0,1,1,0,1,150,31
cat,3,mixed,Brown,1,2,2,2,2,1,2,Selangor,ba58bb1a4,4.0,4,1,0,1,0,1,257,55
dog,9,female,Brown,2,1,2,2,3,1,2,Kuala Lumpur,85b57bb1e,1.0,4,1,1,0,0,1,116,23
dog,48,female,Black,3,2,1,1,2,1,1,Perak,0bc3f09be,1.0,1,0,0,1,0,1,441,85
dog,7,male,Black,2,2,1,1,2,1,1,Johor,0f311b358,0.0,4,1,1,1,0,0,486,95
dog,24,female,White,1,3,1,1,3,1,1,Selangor,32148e0fc,2.0,1,0,0,0,0,1,198,41
dog,4,female,Brown,2,1,1,1,2,1,1,Selangor,da8d4a273,5.0,4,1,1,1,1,1,222,43
cat,2,male,Gray,2,2,2,2,2,1,1,Selangor,7d526090e,2.0,1,0,1,1,0,1,224,45
dog,6,female,Brown,2,1,2,2,2,1,1,Selangor,deeea2b65,1.0,3,0,1,0,0,1,220,48
cat,4,female,Cream,2,2,2,2,2,1,1,Kuala Lumpur,c9ebb9992,4.0,1,0,0,0,1,1,176,39
cat,6,female,Black,2,1,2,1,1,1,1,Kuala Lumpur,085c9be4a,7.0,2,0,1,1,0,1,373,77
dog,60,female,Cream,1,2,1,1,1,1,1,Selangor,12380b365,3.0,0,0,0,1,0,1,390,73
cat,2,female,Black,1,1,2,1,2,1,1,Kuala Lumpur,4ce0b81f5,3.0,1,0,1,1,0,1,253,49
dog,4,female,Black,2,2,1,1,1,1,1,Perak,cc60d07c7,3.0,2,0,1,1,0,1,510,91
cat,2,male,Black,2,2,2,2,3,1,1,Selangor,f03979157,1.0,0,0,1,0,0,1,297,59
dog,60,female,Black,2,2,1,1,3,1,1,Selangor,3a4178fe9,4.0,4,1,0,0,0,1,239,46
dog,1,female,Brown,2,2,2,1,2,1,1,Selangor,355743336,4.0,1,0,1,1,0,1,295,54
dog,2,female,Yellow,2,2,3,2,3,1,1,Selangor,97db95d21,5.0,4,1,1,0,0,1,32,6
dog,120,female,Golden,1,2,3,3,3,1,1,Selangor,e42dc215d,1.0,0,0,0,1,0,1,203,37
cat,1,female,Golden,2,1,2,2,2,1,1,Kuala Lumpur,11ad894e6,8.0,2,0,1,1,0,1,413,83
dog,12,female,Golden,2,2,1,1,1,1,1,Selangor,2b5a3c81d,3.0,3,0,0,1,0,1,127,24
cat,3,female,Gray,2,1,2,2,2,1,1,Selangor,79d32926c,7.0,1,0,1,1,0,1,403,80
dog,6,female,Brown,2,1,1,1,1,1,1,Selangor,6029bf590,6.0,4,1,1,0,1,1,80,14
cat,72,female,Brown,2,3,1,1,1,1,1,Selangor,df76ee4c1,4.0,1,0,0,0,0,1,16,3
cat,1,mixed,Yellow,2,1,2,2,2,1,3,Selangor,df6f884c0,5.0,2,0,1,1,0,1,1121,221
dog,1,male,Black,2,1,2,2,2,1,1,Selangor,78ad8f1a2,5.0,1,0,0,1,0,1,468,92
cat,2,male,Black,2,1,2,1,2,1,1,Kuala Lumpur,311e28b8b,3.0,2,0,1,1,0,1,164,30
cat,5,female,Black,2,1,3,3,2,1,1,Kuala Lumpur,9b9e24b37,1.0,2,0,0,1,0,1,188,42
cat,3,male,White,2,1,2,2,2,1,1,Selangor,c3ae3e118,3.0,3,0,0,0,0,1,598,119
cat,1,mixed,Black,1,2,2,2,2,1,5,Selangor,9866d1bd1,7.0,2,0,1,1,0,1,114,15
cat,3,mixed,Gray,2,2,2,2,2,1,3,Kuala Lumpur,9193e335e,1.0,4,1,0,0,0,1,453,85
cat,2,male,Golden,2,1,2,2,2,1,1,Selangor,78c217b2a,4.0,2,0,1,1,1,1,135,25
cat,3,mixed,Black,2,2,2,1,2,1,2,Kuala Lumpur,cd617c72c,8.0,2,0,1,1,0,1,571,105
dog,27,female,Black,2,2,1,1,2,1,1,Selangor,3089a5bd8,2.0,2,0,0,0,1,1,681,148
dog,2,female,Black,2,1,2,2,2,1,1,Selangor,cb5597fb1,2.0,1,0,1,1,0,1,434,80
dog,1,female,Brown,2,1,2,2,2,1,2,Kuala Lumpur,1a3a45096,2.0,2,0,1,1,0,1,27,5
dog,36,mixed,Black,3,3,3,3,3,1,4,Selangor,382e4bddd,3.0,4,1,1,1,0,1,22,4
dog,1,female,Black,2,1,3,3,2,1,1,Selangor,944db63df,1.0,3,0,1,1,0,1,120,21
dog,6,male,Brown,2,1,1,2,2,1,1,Selangor,1d03b6d7c,1.0,4,1,1,1,0,1,309,57
cat,1,mixed,Brown,1,1,2,2,2,1,3,Selangor,7cbad35f9,3.0,1,0,1,1,0,1,139,25
cat,2,female,Black,2,1,2,1,2,1,1,Kuala Lumpur,6e6d8b614,10.0,2,0,1,1,0,1,1366,250
dog,12,female,Black,2,2,1,1,1,1,1,Selangor,e3a5332ce,3.0,4,1,1,1,0,1,423,87
dog,2,male,Black,2,2,2,2,2,1,1,Selangor,e5e083218,2.0,1,0,1,1,0,1,209,41
dog,5,male,Brown,2,1,1,1,1,1,1,Selangor,b75594e30,5.0,2,0,1,0,0,1,242,42
cat,12,male,Brown,2,1,2,1,1,1,1,Kuala Lumpur,2cdb96709,5.0,2,0,1,1,0,1,566,108
dog,2,male,Brown,2,2,1,1,2,1,1,Selangor,0bd2d5882,1.0,3,0,1,1,0,1,12,2
dog,2,female,White,2,1,2,2,2,1,7,Perak,ea319fdec,5.0,1,0,1,0,0,1,370,75
dog,3,male,Black,2,1,2,1,2,1,1,Johor,300337abe,6.0,2,0,1,1,0,1,314,55
dog,6,female,Brown,1,1,3,3,2,1,1,Pulau Pinang,90a967a14,5.0,4,1,0,0,1,1,42,7
dog,2,mixed,Black,2,2,2,2,2,1,11,Selangor,76358e754,8.0,2,0,1,1,0,1,354,77
cat,12,male,White,3,1,3,3,2,1,1,Selangor,df8ad80b3,4.0,3,0,0,0,0,1,179,35
dog,2,mixed,Black,2,1,1,1,2,1,4,Kuala Lumpur,8dd958339,5.0,2,0,1,1,0,1,487,93
dog,96,female,Brown,2,2,1,1,1,1,1,Kuala Lumpur,796382bf4,3.0,4,1,1,1,0,1,216,43
dog,24,male,Cream,3,1,3,3,3,1,1,Selangor,81a176a02,2.0,1,0,1,1,0,1,181,38
cat,4,mixed,Black,1,1,2,2,1,1,4,Selangor,e93afb8ff,8.0,4,1,1,1,0,1,101,21
dog,2,female,Brown,2,1,1,1,2,1,1,Selangor,67e7da152,5.0,3,0,1,1,0,1,88,15
